Bin	Taxonomy	Domain
Meg22_1214_Bin_166	Chloroflexi	Bacteria
Meg22_1416_Bin_79	Chloroflexi	Bacteria
Meg22_1012_Bin_44	Chloroflexi	Bacteria
Meg22_1012_Bin_16	Chloroflexi	Bacteria
Meg22_1214_Bin_299	Chloroflexi	Bacteria
Meg22_1618_Bin_152	Chloroflexi	Bacteria
B46_G1	Chloroflexi	Bacteria
B127_G9	Chloroflexi	Bacteria
Meg22_46_Bin_16	Chloroflexi	Bacteria
AB_3033_Bin_169	Chloroflexi	Bacteria
Meg22_1214_Bin_114	Chloroflexi	Bacteria
Meg22_1012_Bin_338	Chloroflexi	Bacteria
Meg22_810_Bin_111	Chloroflexi	Bacteria
Meg19_1012_Bin_296	Chloroflexi	Bacteria
Meg22_1214_Bin_159	Chloroflexi	Bacteria
Meg22_1012_Bin_352	Chloroflexi	Bacteria
Meg22_810_Bin_237	Chloroflexi	Bacteria
Meg19_1012_Bin_194	Chloroflexi	Bacteria
Meg19_46_Bin_210	Chloroflexi	Bacteria
Meg22_1012_Bin_274	Chloroflexi	Bacteria
AB_3033_Bin_172	Chloroflexi	Bacteria
Meg19_1012_Bin_94	Chloroflexi	Bacteria
Meg22_24_Bin_70	Chloroflexi	Bacteria
ex4572_32_1_removed	Chloroflexi	Bacteria
B115_G9	Chloroflexi	Bacteria
Meg19_1012_Bin_16	Chloroflexi	Bacteria
ex4572_32_2_removed	Chloroflexi	Bacteria
B30_G2	Chloroflexi	Bacteria
B4_G1	Chloroflexi	Bacteria
B63_G16	Chloroflexi	Bacteria
Meg22_1012_Bin_101	Chloroflexi	Bacteria
Meg22_1214_Bin_139	Chloroflexi	Bacteria
Meg19_1012_Bin_121	Chloroflexi	Bacteria
Meg22_1012_Bin_169	Chloroflexi	Bacteria
Meg22_810_Bin_242	Chloroflexi	Bacteria
B31_G1	Chloroflexi	Bacteria
B30_G15	Chloroflexi	Bacteria
Meg22_1012_Bin_165	Chloroflexi	Bacteria
Meg22_1416_Bin_60	Chloroflexi	Bacteria
Meg22_1618_Bin_2	Chloroflexi	Bacteria
Meg22_1214_Bin_171	Chloroflexi	Bacteria
Meg19_1012_Bin_92	Chloroflexi	Bacteria
Meg22_810_Bin_68	Chloroflexi	Bacteria
Meg22_24_Bin_188	Chloroflexi	Bacteria
Meg22_24_Bin_183	Chloroflexi	Bacteria
Meg19_46_Bin_244	Chloroflexi	Bacteria
AB_69_Bin_272	Chloroflexi	Bacteria
Meg22_02_Bin_67	Chloroflexi	Bacteria
AB_69_Bin_52	Chloroflexi	Bacteria
Meg22_24_Bin_76	Chloroflexi	Bacteria
Meg22_46_Bin_128	Chloroflexi	Bacteria
AB_1215_Bin_61	Chloroflexi	Bacteria
AB_03_Bin_62	Chloroflexi	Bacteria
AB_69_Bin_79	Chloroflexi	Bacteria
AB_1215_Bin_68	Chloroflexi	Bacteria
Meg19_46_Bin_92	Chloroflexi	Bacteria
Meg22_02_Bin_94	Chloroflexi	Bacteria
Meg22_24_Bin_71	Chloroflexi	Bacteria
Meg19_1012_Bin_422	Chloroflexi	Bacteria
Meg22_46_Bin_17	Chloroflexi	Bacteria
Meg22_1012_Bin_222	Chloroflexi	Bacteria
Meg22_810_Bin_104	Chloroflexi	Bacteria
Meg19_1012_Bin_525	Chloroflexi	Bacteria
Meg19_1012_Bin_416	Chloroflexi	Bacteria
AB_69_Bin_49	Chloroflexi	Bacteria
Meg19_1012_Bin_438	Chloroflexi	Bacteria
Meg22_46_Bin_260	Chloroflexi	Bacteria
Meg19_1012_Bin_113	Chloroflexi	Bacteria
Meg22_1618_Bin_115	Chloroflexi	Bacteria
Meg22_1012_Bin_176	Chloroflexi	Bacteria
Meg22_810_Bin_244	Chloroflexi	Bacteria
Meg22_1214_Bin_273	Chloroflexi	Bacteria
Meg22_1214_Bin_10	Chloroflexi	Bacteria
Meg22_1416_Bin_11	Chloroflexi	Bacteria
ex4572_5_2_removed	Chloroflexi	Bacteria
ex4484_236_removed	Chloroflexi	Bacteria
B139_G9	Chloroflexi	Bacteria
Meg22_46_Bin_3	Chloroflexi	Bacteria
AB_69_Bin_187	Chloroflexi	Bacteria
AB_1215_Bin_11	Chloroflexi	Bacteria
Meg19_1012_Bin_110	Chloroflexi	Bacteria
Meg22_46_Bin_55	Chloroflexi	Bacteria
AB_3033_Bin_89	Chloroflexi	Bacteria
Meg22_46_Bin_47	Chloroflexi	Bacteria
Meg22_1012_Bin_254	Chloroflexi	Bacteria
AB_3033_Bin_12	Chloroflexi	Bacteria
Meg19_1012_Bin_389	Chloroflexi	Bacteria
Meg22_1214_Bin_8	Chloroflexi	Bacteria
Meg22_810_Bin_133	Chloroflexi	Bacteria
Meg22_1416_Bin_153	Chloroflexi	Bacteria
AB_3033_Bin_159	Chloroflexi	Bacteria
AB_69_Bin_116	Chloroflexi	Bacteria
AB_1215_Bin_39	Chloroflexi	Bacteria
Meg22_810_Bin_5	Chloroflexi	Bacteria
Meg22_1214_Bin_157	Chloroflexi	Bacteria
Meg22_1416_Bin_163	Chloroflexi	Bacteria
Meg19_1012_Bin_463	Chloroflexi	Bacteria
Meg22_46_Bin_181	Chloroflexi	Bacteria
Meg22_1416_Bin_71	Chloroflexi	Bacteria
Meg22_1012_Bin_302	Chloroflexi	Bacteria
Meg22_1214_Bin_258	Chloroflexi	Bacteria
Meg19_1012_Bin_384	Chloroflexi	Bacteria
Meg22_46_Bin_219	Chloroflexi	Bacteria
Meg22_1618_Bin_95	Chloroflexi	Bacteria
Meg22_1012_Bin_158	Chloroflexi	Bacteria
Meg22_1214_Bin_34	Chloroflexi	Bacteria
Meg22_810_Bin_20	Chloroflexi	Bacteria
AB_69_Bin_65	Chloroflexi	Bacteria
WB1_Bin_29	Chloroflexi	Bacteria
AB_69_Bin_207	Chloroflexi	Bacteria
Meg22_46_Bin_233	Chloroflexi	Bacteria
Meg22_810_Bin_151	Chloroflexi	Bacteria
Meg22_1012_Bin_8	Chloroflexi	Bacteria
Meg22_1214_Bin_61	Chloroflexi	Bacteria
Meg19_1012_Bin_369	Chloroflexi	Bacteria
AB_69_Bin_101	Chloroflexi	Bacteria
Meg22_810_Bin_78	Chloroflexi	Bacteria
Meg22_1214_Bin_66	Chloroflexi	Bacteria
Meg22_46_Bin_86	Chloroflexi	Bacteria
Meg22_1012_Bin_109	Chloroflexi	Bacteria
Meg22_46_Bin_206	Chloroflexi	Bacteria
Meg22_24_Bin_58	Chloroflexi	Bacteria
AB_1215_Bin_72	Chloroflexi	Bacteria
Meg22_46_Bin_112	Chloroflexi	Bacteria
Meg19_1012_Bin_290	Chloroflexi	Bacteria
Meg22_02_Bin_85	Chloroflexi	Bacteria
Meg19_1012_Bin_59	Chloroflexi	Bacteria
AB_69_Bin_45	Chloroflexi	Bacteria
Meg22_24_Bin_47	Chloroflexi	Bacteria
Meg22_46_Bin_27	Chloroflexi	Bacteria
Meg22_02_Bin_112	Chloroflexi	Bacteria
Meg22_46_Bin_190	Chloroflexi	Bacteria
Meg22_24_Bin_32	Chloroflexi	Bacteria
Meg22_02_Bin_115	Chloroflexi	Bacteria
AB_03_Bin_10	Chloroflexi	Bacteria
Meg22_46_Bin_66	Chloroflexi	Bacteria
Meg22_24_Bin_175	Chloroflexi	Bacteria
Meg19_1012_Bin_105	Chloroflexi	Bacteria
B10_G9	Chloroflexi	Bacteria
Meg22_02_Bin_7	Chloroflexi	Bacteria
AB_69_Bin_252	Chloroflexi	Bacteria
Meg22_46_Bin_154	Chloroflexi	Bacteria
Meg19_1012_Bin_52	Chloroflexi	Bacteria
Meg22_02_Bin_15	Chloroflexi	Bacteria
AB_1215_Bin_35	Chloroflexi	Bacteria
Meg22_02_Bin_1	Chloroflexi	Bacteria
Meg22_24_Bin_120	Chloroflexi	Bacteria
Meg22_46_Bin_196	Chloroflexi	Bacteria
AB_03_Bin_192	Chloroflexi	Bacteria
AB_69_Bin_238	Chloroflexi	Bacteria
Meg22_24_Bin_35	Chloroflexi	Bacteria
Meg22_1214_Bin_134	Chloroflexi	Bacteria
Meg22_1416_Bin_96	Chloroflexi	Bacteria
Meg22_1618_Bin_145	Chloroflexi	Bacteria
Meg19_1012_Bin_176	Chloroflexi	Bacteria
B27_G4	Chloroflexi	Bacteria
Meg22_810_Bin_253	Chloroflexi	Bacteria
Meg19_46_Bin_126	Chloroflexi	Bacteria
AB_03_Bin_55	Chloroflexi	Bacteria
AB_69_Bin_189	Chloroflexi	Bacteria
Meg19_1012_Bin_442	Chloroflexi	Bacteria
Meg22_810_Bin_96	Chloroflexi	Bacteria
Meg22_1618_Bin_106	Candidatus Aminicenantes	Bacteria
Meg19_1012_Bin_514	Candidatus Aminicenantes	Bacteria
Meg22_46_Bin_103	Candidatus Aminicenantes	Bacteria
AB_69_Bin_147	Candidatus Aminicenantes	Bacteria
AB_1215_Bin_51	Candidatus Aminicenantes	Bacteria
AB_3033_Bin_154	Candidatus Aminicenantes	Bacteria
B42_G15	Candidatus Aminicenantes	Bacteria
Meg22_1618_Bin_50	Candidatus Aminicenantes	Bacteria
Meg22_1416_Bin_110	Candidatus Aminicenantes	Bacteria
B43_G16	Candidatus Aminicenantes	Bacteria
ex4484_214_removed	Candidatus Aminicenantes	Bacteria
B17_G1	Candidatus Aminicenantes	Bacteria
Meg22_1618_Bin_175	Candidatus Aminicenantes	Bacteria
Meg22_1416_Bin_17	Candidatus Aminicenantes	Bacteria
Meg22_1214_Bin_321	Candidatus Aminicenantes	Bacteria
Meg22_1012_Bin_177	Candidatus Aminicenantes	Bacteria
Meg22_810_Bin_194	Candidatus Aminicenantes	Bacteria
Meg22_1416_Bin_165	Candidatus Aminicenantes	Bacteria
Meg22_1012_Bin_179	Candidatus Aminicenantes	Bacteria
Meg22_810_Bin_13	Candidatus Aminicenantes	Bacteria
Meg19_1012_Bin_82	Candidatus Aminicenantes	Bacteria
Meg22_1618_Bin_150	Candidatus Aminicenantes	Bacteria
Meg22_1618_Bin_3	Candidatus Aminicenantes	Bacteria
Meg22_1416_Bin_34	Candidatus Aminicenantes	Bacteria
Meg22_1214_Bin_82	Candidatus Aminicenantes	Bacteria
Meg22_1618_Bin_177	Candidatus Aminicenantes	Bacteria
Meg22_1012_Bin_132	Candidatus Aminicenantes	Bacteria
Meg22_1012_Bin_205	Candidatus Aminicenantes	Bacteria
Meg19_1012_Bin_409	Candidatus Aminicenantes	Bacteria
Meg22_810_Bin_89	Candidatus Aminicenantes	Bacteria
Meg22_1214_Bin_95	Candidatus Aminicenantes	Bacteria
Meg22_24_Bin_106	Candidatus Aminicenantes	Bacteria
Meg22_46_Bin_58	Candidatus Aminicenantes	Bacteria
Meg22_24_Bin_61	Candidatus Aminicenantes	Bacteria
Meg22_46_Bin_153	Candidatus Aminicenantes	Bacteria
Meg22_46_Bin_110	Candidatus Aminicenantes	Bacteria
AB_3033_Bin_74	Candidatus Aminicenantes	Bacteria
AB_1215_Bin_79	Candidatus Aminicenantes	Bacteria
Meg22_46_Bin_51	Candidatus Aminicenantes	Bacteria
Meg22_24_Bin_136	Candidatus Aminicenantes	Bacteria
Meg22_02_Bin_145	Candidatus Aminicenantes	Bacteria
Meg22_02_Bin_47	Candidatus Aminicenantes	Bacteria
AB_69_Bin_98	Candidatus Aminicenantes	Bacteria
Meg22_24_Bin_63	Candidatus Aminicenantes	Bacteria
Meg19_46_Bin_153	Candidatus Aminicenantes	Bacteria
Meg22_1214_Bin_198	Candidatus Aminicenantes	Bacteria
Meg22_810_Bin_71	Candidatus Aminicenantes	Bacteria
Meg19_1012_Bin_327	Candidatus Aminicenantes	Bacteria
Meg22_1416_Bin_88	Candidatus Aminicenantes	Bacteria
Meg22_02_Bin_144	Candidatus Aminicenantes	Bacteria
Meg22_1618_Bin_65	Candidatus Aminicenantes	Bacteria
Meg22_24_Bin_28	Candidatus Aminicenantes	Bacteria
Meg22_810_Bin_87	Candidatus Aminicenantes	Bacteria
Meg22_1012_Bin_296	Candidatus Aminicenantes	Bacteria
AB_3033_Bin_58	Candidatus Aminicenantes	Bacteria
Meg22_46_Bin_249	Candidatus Aminicenantes	Bacteria
AB_69_Bin_163	Candidatus Aminicenantes	Bacteria
AB_1215_Bin_89	Candidatus Aminicenantes	Bacteria
Meg19_1012_Bin_328	Acidobacteria	Bacteria
Meg19_46_Bin_155	Acidobacteria	Bacteria
AB_1215_Bin_144	Acidobacteria	Bacteria
Meg19_02_Bin_76	Acidobacteria	Bacteria
AB_69_Bin_240	Acidobacteria	Bacteria
AB_03_Bin_79	Acidobacteria	Bacteria
Meg19_46_Bin_110	Acidobacteria	Bacteria
AB_03_Bin_78	Acidobacteria	Bacteria
Meg22_24_Bin_78	Acidobacteria	Bacteria
Meg19_02_Bin_153	Acidobacteria	Bacteria
Meg22_02_Bin_68	Acidobacteria	Bacteria
Meg19_46_Bin_89	Acidobacteria	Bacteria
Meg19_46_Bin_20	Acidobacteria	Bacteria
Meg19_02_Bin_201	Acidobacteria	Bacteria
AB_03_Bin_74	Acidobacteria	Bacteria
Meg22_02_Bin_92	Acidobacteria	Bacteria
Meg19_02_Bin_128	Acidobacteria	Bacteria
Meg19_02_Bin_94	Acidobacteria	Bacteria
Meg19_46_Bin_108	Acidobacteria	Bacteria
Meg22_46_Bin_263	Acidobacteria	Bacteria
Meg22_24_Bin_16	Acidobacteria	Bacteria
Meg22_46_Bin_26	Acidobacteria	Bacteria
Meg22_02_Bin_98	Acidobacteria	Bacteria
AB_69_Bin_28	Acidobacteria	Bacteria
Meg22_24_Bin_50	Acidobacteria	Bacteria
Meg22_1618_Bin_61	Acidobacteria	Bacteria
Meg22_810_Bin_257	Acidobacteria	Bacteria
Meg22_1012_Bin_149	Acidobacteria	Bacteria
Meg22_1416_Bin_47	Acidobacteria	Bacteria
Meg19_1012_Bin_160	Acidobacteria	Bacteria
Meg22_1214_Bin_144	Acidobacteria	Bacteria
Meg19_02_Bin_186	Acidobacteria	Bacteria
Meg19_02_Bin_165	Acidobacteria	Bacteria
AB_69_Bin_214	Acidobacteria	Bacteria
Meg19_46_Bin_2	Acidobacteria	Bacteria
Meg22_1416_Bin_62	Acidobacteria	Bacteria
Meg22_1214_Bin_19	Acidobacteria	Bacteria
Meg22_1618_Bin_67	Acidobacteria	Bacteria
Meg22_810_Bin_256	Acidobacteria	Bacteria
Meg22_1012_Bin_84	Acidobacteria	Bacteria
Meg22_1214_Bin_46	Acidobacteria	Bacteria
Meg19_46_Bin_240	Acidobacteria	Bacteria
Meg19_02_Bin_179	Acidobacteria	Bacteria
B50_G9	Acidobacteria	Bacteria
B18_G6	Acidobacteria	Bacteria
WB1_Bin_20	Acidobacteria	Bacteria
Meg19_02_Bin_31	Acidobacteria	Bacteria
Meg19_46_Bin_149	Acidobacteria	Bacteria
Meg19_02_Bin_173	Acidobacteria	Bacteria
Meg19_46_Bin_181	Acidobacteria	Bacteria
Meg19_46_Bin_120	Acidobacteria	Bacteria
Meg19_02_Bin_80	Acidobacteria	Bacteria
Meg19_46_Bin_215	Acidobacteria	Bacteria
Meg19_46_Bin_80	Acidobacteria	Bacteria
Meg19_02_Bin_57	Acidobacteria	Bacteria
Meg19_02_Bin_49	Acidobacteria	Bacteria
Meg19_46_Bin_90	Acidobacteria	Bacteria
Meg22_24_Bin_11	Acidobacteria	Bacteria
Meg19_46_Bin_166	Acidobacteria	Bacteria
Meg19_02_Bin_89	Acidobacteria	Bacteria
Meg19_46_Bin_186	Acidobacteria	Bacteria
AB_69_Bin_185	Acidobacteria	Bacteria
Meg19_02_Bin_199	Acidobacteria	Bacteria
Meg19_46_Bin_226	Acidobacteria	Bacteria
Meg22_46_Bin_61	Acidobacteria	Bacteria
Meg22_24_Bin_109	Acidobacteria	Bacteria
Meg19_46_Bin_154	Acidobacteria	Bacteria
AB_69_Bin_85	Acidobacteria	Bacteria
WB1_Bin_34	Acidobacteria	Bacteria
Meg19_46_Bin_107	Acidobacteria	Bacteria
Meg19_46_Bin_245	Acidobacteria	Bacteria
AB_69_Bin_218	Acidobacteria	Bacteria
Meg19_02_Bin_166	Acidobacteria	Bacteria
Meg19_46_Bin_78	Acidobacteria	Bacteria
WB1_Bin_15	Acidobacteria	Bacteria
B25_G6	Acidobacteria	Bacteria
B107_G9	Acidobacteria	Bacteria
Meg22_02_Bin_165	Acidobacteria	Bacteria
Meg19_02_Bin_163	Acidobacteria	Bacteria
Meg19_1012_Bin_483	Acidobacteria	Bacteria
AB_69_Bin_42	Candidatus GB-15	Bacteria
WB1_Bin_39	candidate division KSB3	Bacteria
Meg22_1012_Bin_55	Candidatus GB-CP19	Bacteria
ex4484_114_removed	Candidatus GB-CP19	Bacteria
Meg22_1012_Bin_265	Candidatus GB-CP19	Bacteria
B130_G9	Candidatus GB-CP19	Bacteria
Meg19_1012_Bin_362	Candidatus GB-CP19	Bacteria
Meg22_1012_Bin_41	Candidatus GB-CP19	Bacteria
Meg22_810_Bin_4	Candidatus GB-CP19	Bacteria
Meg22_02_Bin_57	Nitrospirae	Bacteria
AB_69_Bin_97	Nitrospirae	Bacteria
Meg22_02_Bin_149	Nitrospirae	Bacteria
Meg22_24_Bin_195	Nitrospirae	Bacteria
AB_1215_Bin_147	Nitrospirae	Bacteria
Meg22_24_Bin_197	Nitrospinae	Bacteria
Meg22_02_Bin_110	Nitrospinae	Bacteria
Meg19_1012_Bin_249	Candidatus Poribacteria	Bacteria
Meg19_1012_Bin_158	Candidatus Poribacteria	Bacteria
B28_G17	Candidatus Poribacteria	Bacteria
Meg22_810_Bin_126	Candidatus Poribacteria	Bacteria
Meg22_1012_Bin_151	Candidatus Poribacteria	Bacteria
Meg22_46_Bin_63	Candidatus Hydrogenedentes	Bacteria
Meg22_1416_Bin_4	Candidatus Hydrogenedentes	Bacteria
Meg19_1012_Bin_226	Candidatus Hydrogenedentes	Bacteria
Meg22_810_Bin_69	Candidatus Hydrogenedentes	Bacteria
Meg22_1214_Bin_325	Candidatus Hydrogenedentes	Bacteria
Meg22_1012_Bin_353	Candidatus Hydrogenedentes	Bacteria
Meg22_1214_Bin_375	Candidatus Hydrogenedentes	Bacteria
Meg22_810_Bin_202	Candidatus Hydrogenedentes	Bacteria
Meg22_1012_Bin_130	Candidatus Hydrogenedentes	Bacteria
Meg22_810_Bin_55	Candidatus Hydrogenedentes	Bacteria
Meg22_1012_Bin_71	Candidatus Hydrogenedentes	Bacteria
Meg19_1012_Bin_3	Candidatus Hydrogenedentes	Bacteria
Meg19_1012_Bin_316	Candidatus Hydrogenedentes	Bacteria
Meg19_1012_Bin_500	Candidatus Hydrogenedentes	Bacteria
Meg19_1012_Bin_4	Candidatus Hydrogenedentes	Bacteria
Meg22_810_Bin_88	Candidatus Abyssubacteria	Bacteria
Meg22_1012_Bin_319	Candidatus Abyssubacteria	Bacteria
Meg22_46_Bin_177	Candidatus Abyssubacteria	Bacteria
Meg19_1012_Bin_218	Candidatus Abyssubacteria	Bacteria
AB_1215_Bin_92	Candidatus Abyssubacteria	Bacteria
AB_3033_Bin_51	Candidatus Abyssubacteria	Bacteria
Meg22_46_Bin_183	Candidatus Abyssubacteria	Bacteria
Meg22_810_Bin_23	Candidatus Abyssubacteria	Bacteria
Meg22_1214_Bin_298	Candidatus Abyssubacteria	Bacteria
Meg22_1012_Bin_57	Candidatus Abyssubacteria	Bacteria
Meg22_1416_Bin_20	Candidatus Abyssubacteria	Bacteria
Meg22_1618_Bin_158	Candidatus Abyssubacteria	Bacteria
Meg22_1012_Bin_184	Candidatus Sumerlaeota	Bacteria
Meg22_1416_Bin_90	Candidatus GB-CP17	Bacteria
Meg22_1618_Bin_125	Candidatus GB-CP17	Bacteria
Meg22_1214_Bin_409	Candidatus GB-CP17	Bacteria
Meg19_46_Bin_96	Planctomycetes	Bacteria
B143_G9	Planctomycetes	Bacteria
Meg22_46_Bin_114	Planctomycetes	Bacteria
Meg19_1012_Bin_450	Planctomycetes	Bacteria
Meg22_1214_Bin_397	Planctomycetes	Bacteria
Meg22_1618_Bin_49	Planctomycetes	Bacteria
Meg19_02_Bin_174	Planctomycetes	Bacteria
Meg19_02_Bin_132	Planctomycetes	Bacteria
Meg19_46_Bin_238	Planctomycetes	Bacteria
B15_G4	Planctomycetes	Bacteria
Meg19_02_Bin_183	Planctomycetes	Bacteria
WB1_Bin_7	Planctomycetes	Bacteria
Meg19_02_Bin_87	Planctomycetes	Bacteria
Meg19_46_Bin_74	Planctomycetes	Bacteria
Meg19_02_Bin_72	Planctomycetes	Bacteria
Meg19_46_Bin_162	Planctomycetes	Bacteria
Meg19_02_Bin_78	Planctomycetes	Bacteria
Meg19_46_Bin_196	Planctomycetes	Bacteria
Meg19_1012_Bin_498	Planctomycetes	Bacteria
AB_3033_Bin_54	Planctomycetes	Bacteria
Meg22_810_Bin_22	Planctomycetes	Bacteria
Meg22_810_Bin_186	Planctomycetes	Bacteria
Meg22_1012_Bin_228	Planctomycetes	Bacteria
Meg22_1214_Bin_227	Planctomycetes	Bacteria
Meg22_1012_Bin_260	Planctomycetes	Bacteria
Meg22_810_Bin_201	Planctomycetes	Bacteria
Meg19_1012_Bin_48	Planctomycetes	Bacteria
Meg22_1012_Bin_358	Planctomycetes	Bacteria
Meg22_810_Bin_130	Planctomycetes	Bacteria
Meg22_1012_Bin_316	Planctomycetes	Bacteria
Meg22_810_Bin_241	Planctomycetes	Bacteria
Meg22_1214_Bin_112	Planctomycetes	Bacteria
Meg22_1416_Bin_85	Planctomycetes	Bacteria
Meg19_1012_Bin_100	Planctomycetes	Bacteria
Meg19_1012_Bin_323	Planctomycetes	Bacteria
Meg22_810_Bin_204	Planctomycetes	Bacteria
AB_3033_Bin_97	Planctomycetes	Bacteria
Meg22_1012_Bin_356	Planctomycetes	Bacteria
Meg22_1214_Bin_104	Planctomycetes	Bacteria
Meg22_810_Bin_200	Planctomycetes	Bacteria
AB_3033_Bin_178	Planctomycetes	Bacteria
Meg19_1012_Bin_242	Planctomycetes	Bacteria
Meg22_1214_Bin_294	Planctomycetes	Bacteria
Meg22_810_Bin_40	Planctomycetes	Bacteria
Meg22_1214_Bin_181	Planctomycetes	Bacteria
Meg22_1012_Bin_232	Planctomycetes	Bacteria
Meg22_1416_Bin_133	Planctomycetes	Bacteria
Meg22_1618_Bin_171	Planctomycetes	Bacteria
Meg22_1012_Bin_137	Planctomycetes	Bacteria
Meg22_1214_Bin_364	Planctomycetes	Bacteria
Meg19_1012_Bin_122	Planctomycetes	Bacteria
Meg22_1012_Bin_92	Planctomycetes	Bacteria
Meg19_46_Bin_171	Planctomycetes	Bacteria
Meg22_810_Bin_209	Planctomycetes	Bacteria
Meg19_1012_Bin_80	Planctomycetes	Bacteria
Meg22_1012_Bin_75	Planctomycetes	Bacteria
Meg22_1012_Bin_122	Planctomycetes	Bacteria
Meg22_810_Bin_161	Planctomycetes	Bacteria
Meg22_1214_Bin_170	Planctomycetes	Bacteria
Meg22_1214_Bin_352	Planctomycetes	Bacteria
Meg22_1012_Bin_11	Planctomycetes	Bacteria
Meg22_1214_Bin_220	Planctomycetes	Bacteria
Meg22_810_Bin_85	Planctomycetes	Bacteria
Meg22_1416_Bin_152	Planctomycetes	Bacteria
Meg22_1012_Bin_360	Planctomycetes	Bacteria
Meg22_1214_Bin_342	Planctomycetes	Bacteria
Meg22_1012_Bin_306	Planctomycetes	Bacteria
Meg22_1416_Bin_77	Planctomycetes	Bacteria
Meg22_1618_Bin_87	Planctomycetes	Bacteria
Meg22_1416_Bin_158	Planctomycetes	Bacteria
Meg22_1012_Bin_203	Planctomycetes	Bacteria
Meg22_1214_Bin_3	Planctomycetes	Bacteria
Meg22_810_Bin_193	Planctomycetes	Bacteria
Meg19_1012_Bin_495	Planctomycetes	Bacteria
Meg22_810_Bin_192	Planctomycetes	Bacteria
Meg19_1012_Bin_195	Planctomycetes	Bacteria
Meg22_1012_Bin_282	Planctomycetes	Bacteria
Meg22_1416_Bin_94	Planctomycetes	Bacteria
Meg22_1012_Bin_328	Planctomycetes	Bacteria
Meg22_1214_Bin_248	Planctomycetes	Bacteria
Meg19_1012_Bin_73	Planctomycetes	Bacteria
Meg19_1012_Bin_524	Planctomycetes	Bacteria
Meg22_1214_Bin_65	Planctomycetes	Bacteria
Meg22_1214_Bin_293	Planctomycetes	Bacteria
Meg22_1012_Bin_172	Planctomycetes	Bacteria
Meg19_1012_Bin_260	Planctomycetes	Bacteria
Meg22_1214_Bin_362	Planctomycetes	Bacteria
Meg19_1012_Bin_501	Planctomycetes	Bacteria
Meg22_1012_Bin_223	Planctomycetes	Bacteria
Meg22_810_Bin_90	Planctomycetes	Bacteria
AB_1215_Bin_5	Planctomycetes	Bacteria
AB_3033_Bin_129	Planctomycetes	Bacteria
Meg22_1214_Bin_264	Planctomycetes	Bacteria
Meg22_1618_Bin_75	Planctomycetes	Bacteria
Meg22_1012_Bin_312	Planctomycetes	Bacteria
Meg22_1214_Bin_405	Planctomycetes	Bacteria
Meg22_810_Bin_171	Planctomycetes	Bacteria
Meg22_1618_Bin_111	Planctomycetes	Bacteria
Meg22_1214_Bin_129	Planctomycetes	Bacteria
Meg22_1012_Bin_100	Planctomycetes	Bacteria
Meg22_1012_Bin_327	Planctomycetes	Bacteria
Meg22_1214_Bin_28	Planctomycetes	Bacteria
Meg22_1012_Bin_45	Planctomycetes	Bacteria
Meg22_1618_Bin_32	Planctomycetes	Bacteria
Meg22_1416_Bin_102	Planctomycetes	Bacteria
Meg22_1618_Bin_160	Planctomycetes	Bacteria
Meg22_1012_Bin_110	Planctomycetes	Bacteria
Meg22_1214_Bin_163	Planctomycetes	Bacteria
Meg22_1416_Bin_24	Planctomycetes	Bacteria
Meg19_46_Bin_75	Planctomycetes	Bacteria
Meg22_1214_Bin_33	Planctomycetes	Bacteria
Meg22_1416_Bin_201_2_2	Planctomycetes	Bacteria
Meg22_1416_Bin_134	Planctomycetes	Bacteria
Meg19_1012_Bin_41	Planctomycetes	Bacteria
Meg22_810_Bin_160	Planctomycetes	Bacteria
Meg22_1618_Bin_128	Planctomycetes	Bacteria
Meg22_1214_Bin_310	Planctomycetes	Bacteria
AB_3033_Bin_177	Planctomycetes	Bacteria
Meg22_1012_Bin_301	Planctomycetes	Bacteria
Meg22_1214_Bin_106	Planctomycetes	Bacteria
Meg22_1618_Bin_56	Planctomycetes	Bacteria
Meg22_1416_Bin_69	Planctomycetes	Bacteria
Meg22_1012_Bin_234	Planctomycetes	Bacteria
Meg22_1214_Bin_190	Planctomycetes	Bacteria
Meg22_1416_Bin_73	Planctomycetes	Bacteria
Meg22_1618_Bin_172	Planctomycetes	Bacteria
B129_G9	Planctomycetes	Bacteria
AB_3033_Bin_8	Planctomycetes	Bacteria
Meg22_1416_Bin_187	Planctomycetes	Bacteria
B2_G15	Planctomycetes	Bacteria
B2_G17	Planctomycetes	Bacteria
AB_3033_Bin_68	Planctomycetes	Bacteria
WB1_Bin_8	Planctomycetes	Bacteria
WB1_Bin_17	Planctomycetes	Bacteria
Meg22_1214_Bin_107	Planctomycetes	Bacteria
AB_03_Bin_154	Planctomycetes	Bacteria
Meg22_24_Bin_83	Planctomycetes	Bacteria
AB_69_Bin_153	Planctomycetes	Bacteria
Meg22_1012_Bin_98	Planctomycetes	Bacteria
AB_69_Bin_178	Planctomycetes	Bacteria
Meg22_46_Bin_119	Planctomycetes	Bacteria
Meg19_1012_Bin_509	Planctomycetes	Bacteria
AB_1215_Bin_47	Planctomycetes	Bacteria
Meg22_1214_Bin_143	Planctomycetes	Bacteria
Meg22_1012_Bin_292	Planctomycetes	Bacteria
Meg22_1618_Bin_76	Planctomycetes	Bacteria
Meg22_1214_Bin_117	Planctomycetes	Bacteria
Meg19_1012_Bin_321	Planctomycetes	Bacteria
Meg22_1214_Bin_177	Planctomycetes	Bacteria
